Action Key,Process ID,Parent ID,Root Stage ID,Stage,Level #,Level Type,Action / Task,RACI Source ID,RACI Source Task,RACI Assignment Type,Responsible,Accountable,Consulted,Informed,Primary Swimlane,Gate,Recommended View,Status,Priority,AppSheet Show?,Original Row
3-15-4,3.15.4,3.15,3,EXECUTION - Start Recruiting,3,Task,Provide Reservation details to client,3.15,Identify Locations,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,280
3-15-5,3.15.5,3.15,3,EXECUTION - Start Recruiting,3,Task,Client Sign off Provided,3.15,Identify Locations,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,281
3-15-6,3.15.6,3.15,3,EXECUTION - Start Recruiting,3,Task,Sign Contract w/Hotel(s),3.15,Identify Locations,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,282
3-15-7,3.15.7,3.15,3,EXECUTION - Start Recruiting,3,Task,Send Hotel Deposit(s),3.15,Identify Locations,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,283
3-15-8,3.15.8,3.15,3,EXECUTION - Start Recruiting,3,Task,HC: Convention Center Plan,3.15,Identify Locations,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,284
3-16,3.16,3,3,EXECUTION - Start Recruiting,2,Process,Identify Local Availability,3.16,Identify Local Availability,Direct,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Process Record,Not Started,Normal,Yes,285
3-16-1,3.16.1,3.16,3,EXECUTION - Start Recruiting,3,Task,Obtain Hall Layout,3.16,Identify Local Availability,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,286
3-16-2,3.16.2,3.16,3,EXECUTION - Start Recruiting,3,Task,Account for Client Hotel Rooms if needed,3.16,Identify Local Availability,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,287
3-16-3,3.16.3,3.16,3,EXECUTION - Start Recruiting,3,Task,Provide Reservation details to client,3.16,Identify Local Availability,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,288
3-16-4,3.16.4,3.16,3,EXECUTION - Start Recruiting,3,Task,Client Sign off Provided,3.16,Identify Local Availability,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,289
3-16-5,3.16.5,3.16,3,EXECUTION - Start Recruiting,3,Task,Sign Contract w/Conference Center,3.16,Identify Local Availability,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,290
3-16-6,3.16.6,3.16,3,EXECUTION - Start Recruiting,3,Task,Send Conference Center Deposit,3.16,Identify Local Availability,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,291
3-16-7,3.16.7,3.16,3,EXECUTION - Start Recruiting,3,Task,In Processing Plan,3.16,Identify Local Availability,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,292
3-17,3.17,3,3,EXECUTION - Start Recruiting,2,Process,Identify Local In-Processing Center,3.17,Identify Local In-Processing Center,Direct,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Process Record,Not Started,Normal,Yes,293
3-17-1,3.17.1,3.17,3,EXECUTION - Start Recruiting,3,Task,Sign Contract w/In-Processing Center,3.17,Identify Local In-Processing Center,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,294
3-17-2,3.17.2,3.17,3,EXECUTION - Start Recruiting,3,Task,Send In-Processing Center Deposit,3.17,Identify Local In-Processing Center,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,295
3-17-3,3.17.3,3.17,3,EXECUTION - Start Recruiting,3,Task,Transpiration Plan,3.17,Identify Local In-Processing Center,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,296
3-18,3.18,3,3,EXECUTION - Start Recruiting,2,Process,Identify Local Pak Van Rental - Airport,3.18,Identify Local Pak Van Rental - Airport,Direct,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Process Record,Not Started,Normal,Yes,297
3-18-1,3.18.1,3.18,3,EXECUTION - Start Recruiting,3,Task,Identify Local Pak Van Rental - Outside Airport,3.18,Identify Local Pak Van Rental - Airport,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,298
3-18-2,3.18.2,3.18,3,EXECUTION - Start Recruiting,3,Task,Identify Local Van Rental - Airport,3.18,Identify Local Pak Van Rental - Airport,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,299
3-18-3,3.18.3,3.18,3,EXECUTION - Start Recruiting,3,Task,Identify Local Van Rental - Outside Airport,3.18,Identify Local Pak Van Rental - Airport,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,300
3-18-4,3.18.4,3.18,3,EXECUTION - Start Recruiting,3,Task,Identify Box Truck Rentals (if applicable),3.18,Identify Local Pak Van Rental - Airport,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,301
3-18-5,3.18.5,3.18,3,EXECUTION - Start Recruiting,3,Task,Reserve Rentals,3.18,Identify Local Pak Van Rental - Airport,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,302
3-18-6,3.18.6,3.18,3,EXECUTION - Start Recruiting,3,Task,Sign Rental Agreements,3.18,Identify Local Pak Van Rental - Airport,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,303
4,4,,4,Notice to Launch,1,Stage,Notice to Launch,3.18,Identify Local Pak Van Rental - Airport,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,304
4-1,4.1,4,4,Notice to Launch,2,Process,Set up Red Light / Green Light,4.1,Set up Red Light / Green Light,Direct,Admin Operations,Project Mgt,Sales,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,305
4-1-1,4.1.1,4.1,4,Notice to Launch,3,Task,Turn on Red Light / Green Light,4.1,Set up Red Light / Green Light,Inherited,Admin Operations,Project Mgt,Sales,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,306
4-1-2,4.1.2,4.1,4,Notice to Launch,3,Task,Confirm replacement Worker Availability,4.1,Set up Red Light / Green Light,Inherited,Admin Operations,Project Mgt,Sales,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,307
4-1-3,4.1.3,4.1,4,Notice to Launch,3,Task,Update Employment Documents,4.1.3,Update Employment Documents,Direct,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,308
4-1-3-1,4.1.3.1,4.1.3,4,Notice to Launch,4,Subtask,"Update Contract Guarantees (Weekly, hourly)",4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,309
4-1-3-2,4.1.3.2,4.1.3,4,Notice to Launch,4,Subtask,Update Weekly / Hourly Guarantee,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,310
4-1-3-2-1,4.1.3.2.1,4.1.3.2,4,Notice to Launch,5,Subtask,Update Per Diem per contract,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,311
4-1-3-2-2,4.1.3.2.2,4.1.3.2,4,Notice to Launch,5,Subtask,Update Baggage per contract,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,312
4-1-3-2-3,4.1.3.2.3,4.1.3.2,4,Notice to Launch,5,Subtask,Update Job Description & Acknowledgement,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,313
4-1-3-3,4.1.3.3,4.1.3,4,Notice to Launch,4,Subtask,Update Annual Review,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,314
4-1-3-4,4.1.3.4,4.1.3,4,Notice to Launch,4,Subtask,HC: Update Medical Release / Credential Package,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,315
4-1-3-5,4.1.3.5,4.1.3,4,Notice to Launch,4,Subtask,CA Specific Forms (if applicable),4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,316
4-1-3-6,4.1.3.6,4.1.3,4,Notice to Launch,4,Subtask,Confirm forms are in ED for signature,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,317
4-1-3-7,4.1.3.7,4.1.3,4,Notice to Launch,4,Subtask,Travel Information Sheet,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,318
4-1-3-8,4.1.3.8,4.1.3,4,Notice to Launch,4,Subtask,Conviction Affidavit,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,319
4-1-3-9,4.1.3.9,4.1.3,4,Notice to Launch,4,Subtask,Covid Questionnaire / Policies,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,320
4-1-3-10,4.1.3.10,4.1.3,4,Notice to Launch,4,Subtask,Drug / Alcohol Policy,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,321
4-1-3-11,4.1.3.11,4.1.3,4,Notice to Launch,4,Subtask,Foot ware Policy,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,322
4-1-3-12,4.1.3.12,4.1.3,4,Notice to Launch,4,Subtask,Weapons Policy,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,323
4-1-3-13,4.1.3.13,4.1.3,4,Notice to Launch,4,Subtask,Application for Employment,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,324
4-1-3-14,4.1.3.14,4.1.3,4,Notice to Launch,4,Subtask,FCRA (Fair Credit Reporting Act),4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,325
4-1-3-15,4.1.3.15,4.1.3,4,Notice to Launch,4,Subtask,Emergency Contacts,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,326
4-1-3-16,4.1.3.16,4.1.3,4,Notice to Launch,4,Subtask,W4 & Instructions,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,327
4-1-3-17,4.1.3.17,4.1.3,4,Notice to Launch,4,Subtask,I9 Requirements,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,328
4-1-3-18,4.1.3.18,4.1.3,4,Notice to Launch,4,Subtask,Direct Deposit,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,329
4-1-3-19,4.1.3.19,4.1.3,4,Notice to Launch,4,Subtask,Load to Panda doc,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,330
4-1-3-20,4.1.3.20,4.1.3,4,Notice to Launch,4,Subtask,CDL Replacement Documents Needed,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,331
4-1-3-20-1,4.1.3.20.1,4.1.3.20,4,Notice to Launch,5,Subtask,Motor Vehicle Report,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,332
4-1-3-20-2,4.1.3.20.2,4.1.3.20,4,Notice to Launch,5,Subtask,Drug Screen Form (in person testing),4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,333
4-1-3-20-3,4.1.3.20.3,4.1.3.20,4,Notice to Launch,5,Subtask,DOT Report,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,334
4-2,4.2,4,4,Notice to Launch,2,Process,Send to Scheduled Replacements,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,335
4-3,4.3,4,4,Notice to Launch,2,Process,Received Completed Employment Document,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,336
4-4,4.4,4,4,Notice to Launch,2,Process,Update Recruiter Doc w/Airport Information,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,337
4-4-1,4.4.1,4.4,4,Notice to Launch,3,Task,Post in Candidate Record,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,338
4-4-2,4.4.2,4.4,4,Notice to Launch,3,Task,Run Backgrounds on Candidate,4.1.3,Update Employment Documents,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,339
4-5,4.5,4,4,Notice to Launch,2,Process,Validate Licensing,4.5,Validate Licensing,Direct,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,340
4-5-1,4.5.1,4.5,4,Notice to Launch,3,Task,Industrial Licensing (AWF),4.5,Validate Licensing,Inherited,Admin Operations,Operations Staffing,Project Mgt,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,341
4-6,4.6,4,4,Notice to Launch,2,Process,Track in Recruiter doc in process,4.6,Track in Recruiter doc in process,Direct,Operations Staffing,Director of Operations Staffing,Project Mgt,VP of Ops,Operations Staffing,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,342
4-6-1,4.6.1,4.6,4,Notice to Launch,3,Task,Completed Background: update recruiter doc,4.6,Track in Recruiter doc in process,Inherited,Operations Staffing,Director of Operations Staffing,Project Mgt,VP of Ops,Operations Staffing,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,343
4-6-2,4.6.2,4.6,4,Notice to Launch,3,Task,Cleared Background: post in shared file,4.6,Track in Recruiter doc in process,Inherited,Operations Staffing,Director of Operations Staffing,Project Mgt,VP of Ops,Operations Staffing,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,344
4-6-3,4.6.3,4.6,4,Notice to Launch,3,Task,Failed Background: Remove Candidate and Backfill,4.6,Track in Recruiter doc in process,Inherited,Operations Staffing,Director of Operations Staffing,Project Mgt,VP of Ops,Operations Staffing,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,345
4-6-4,4.6.4,4.6,4,Notice to Launch,3,Task,File Background Check in Candidate Record,4.6,Track in Recruiter doc in process,Inherited,Operations Staffing,Director of Operations Staffing,Project Mgt,VP of Ops,Operations Staffing,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,346
